ID Household Income Bucket,Household Income Bucket,ID Year,Year,Household Income,Household Income Moe,Geography,ID Geography,Slug Geography,share
9,"$50,000-$59,999",2015,"2015",18398,874.9999999999999,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.0771993722673067
10,"$60,000-$74,999",2015,"2015",22567,1057,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.09469280541125723
11,"$75,000-$99,999",2015,"2015",32181,1114,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.13503386231841488
12,"$100,000-$124,999",2015,"2015",23016,1079,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.0965768427059643
13,"$125,000-$149,999",2015,"2015",16078,914,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.06746448023229466
14,"$150,000-$199,999",2015,"2015",17288,962,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.07254172995745181
15,"$200,000+",2015,"2015",12498,826,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.05244253476447436
0,"< $10,000",2014,"2014",8395338,16627,"United States","01000US","united-states",0.07224214019088643
1,"$10,000-$14,999",2014,"2014",6189386,15777,"United States","01000US","united-states",0.05325985578037594
2,"$15,000-$19,999",2014,"2014",6225984,18669,"United States","01000US","united-states",0.05357478268941832
3,"$20,000-$24,999",2014,"2014",6176944,17017,"United States","01000US","united-states",0.05315279198994189
4,"$25,000-$29,999",2014,"2014",5936983,15704.000000000002,"United States","01000US","united-states",0.05108792024775053
5,"$30,000-$34,999",2014,"2014",5933726,15136.999999999998,"United States","01000US","united-states",0.05105989366316255
6,"$35,000-$39,999",2014,"2014",5456901,15294,"United States","01000US","united-states",0.04695679995847556
7,"$40,000-$44,999",2014,"2014",5431366,14063,"United States","01000US","united-states",0.0467370705027021
8,"$45,000-$49,999",2014,"2014",4792866,14866,"United States","01000US","united-states",0.041242758479543416
9,"$50,000-$59,999",2014,"2014",9179218,24284,"United States","01000US","united-states",0.07898745155927113
10,"$60,000-$74,999",2014,"2014",11540101,29474.000000000004,"United States","01000US","united-states",0.09930292196204472
11,"$75,000-$99,999",2014,"2014",14125429,47784,"United States","01000US","united-states",0.12154974845258316
12,"$100,000-$124,999",2014,"2014",9410154,45348,"United States","01000US","united-states",0.08097466290050867
13,"$125,000-$149,999",2014,"2014",5713601,31533,"United States","01000US","united-states",0.04916571130748862
14,"$150,000-$199,999",2014,"2014",5857717,33034,"United States","01000US","united-states",0.05040583389406581
15,"$200,000+",2014,"2014",5845378,32351,"United States","01000US","united-states",0.05029965642178115
0,"< $10,000",2014,"2014",15114,996,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.06397866531208331
1,"$10,000-$14,999",2014,"2014",8976,592,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.03799606324211061
2,"$15,000-$19,999",2014,"2014",9899,774,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.04190318962050501
3,"$20,000-$24,999",2014,"2014",10534,668,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.04459119097508837
4,"$25,000-$29,999",2014,"2014",10943,747,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.04632251783182001
5,"$30,000-$34,999",2014,"2014",11988,825,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.05074607911613436
6,"$35,000-$39,999",2014,"2014",10394,747,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.04399856075518022
7,"$40,000-$44,999",2014,"2014",9778,618,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.0413909877875844
8,"$45,000-$49,999",2014,"2014",9650,704,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.04084915444366838
9,"$50,000-$59,999",2014,"2014",17926,924,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.07588206658623828
10,"$60,000-$74,999",2014,"2014",22578,1038,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.09557432217918597
11,"$75,000-$99,999",2014,"2014",32306,1081,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.1367536563168032
12,"$100,000-$124,999",2014,"2014",22541,987,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.09541769847821026
13,"$125,000-$149,999",2014,"2014",15325,874.0000000000001,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.06487184371494487
14,"$150,000-$199,999",2014,"2014",16425,825,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.06952822401422312
15,"$200,000+",2014,"2014",11858,638,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.050195779626219655
0,"< $10,000",2013,"2013",8380364,19177,"United States","01000US","united-states",0.07248809222880441
1,"$10,000-$14,999",2013,"2013",6214548,16925,"United States","01000US","united-states",0.05375431527608252
2,"$15,000-$19,999",2013,"2013",6236898,17145,"United States","01000US","united-states",0.05394763729184625
3,"$20,000-$24,999",2013,"2013",6231706,17720,"United States","01000US","united-states",0.053902727765857646
4,"$25,000-$29,999",2013,"2013",5929562,13959.000000000002,"United States","01000US","united-states",0.05128925630586141
5,"$30,000-$34,999",2013,"2013",6000199,15505.999999999998,"United States","01000US","united-states",0.05190024902297562
6,"$35,000-$39,999",2013,"2013",5410067,15255.999999999998,"United States","01000US","united-states",0.04679575202938813
7,"$40,000-$44,999",2013,"2013",5465384,13996,"United States","01000US","united-states",0.04727423050571932
8,"$45,000-$49,999",2013,"2013",4847697,14804,"United States","01000US","united-states",0.04193138952356944
9,"$50,000-$59,999",2013,"2013",9249964,20676,"United States","01000US","united-states",0.08000991884661819
10,"$60,000-$74,999",2013,"2013",11494081,28807.999999999996,"United States","01000US","united-states",0.09942098023586428
11,"$75,000-$99,999",2013,"2013",14107031,52951,"United States","01000US","united-states",0.12202235657097985
12,"$100,000-$124,999",2013,"2013",9285899,44286,"United States","01000US","united-states",0.08032074777889871
13,"$125,000-$149,999",2013,"2013",5572340,31574,"United States","01000US","united-states",0.04819937366088824
14,"$150,000-$199,999",2013,"2013",5651848,31873,"United States","01000US","united-states",0.04888709835123913
15,"$200,000+",2013,"2013",5532628,32847,"United States","01000US","united-states",0.04785587460540684
0,"< $10,000",2013,"2013",13804,903.0000000000001,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.05921286863270778
1,"$10,000-$14,999",2013,"2013",8950,644,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.03839142091152815
2,"$15,000-$19,999",2013,"2013",9711,627,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.04165576407506703
3,"$20,000-$24,999",2013,"2013",10223,693,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.043852010723860586
4,"$25,000-$29,999",2013,"2013",11003,708,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.047197855227882037
5,"$30,000-$34,999",2013,"2013",11831,702,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.05074959785522788
6,"$35,000-$39,999",2013,"2013",10609,798,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.04550777479892761
7,"$40,000-$44,999",2013,"2013",9946,705,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.04266380697050939
8,"$45,000-$49,999",2013,"2013",9977,741,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.042796782841823054
9,"$50,000-$59,999",2013,"2013",17891,936.9999999999999,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.07674423592493297
10,"$60,000-$74,999",2013,"2013",23619,1060,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.10131474530831099
11,"$75,000-$99,999",2013,"2013",31413,1258,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.13474745308310992
12,"$100,000-$124,999",2013,"2013",22006,896,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.09439571045576407
13,"$125,000-$149,999",2013,"2013",15016,971,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.06441179624664879
14,"$150,000-$199,999",2013,"2013",15626,896,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.067028418230563
15,"$200,000+",2013,"2013",11500,615,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",0.04932975871313673
